"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"CHN","China (People's Republic of)","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",69.2929506496094,,
"CHN","China (People's Republic of)","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",68.8463257982577,,
"CHN","China (People's Republic of)","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",68.5393041417982,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",69.2117395356326,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",69.3736535519848,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",69.4943309648577,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",69.5774307297346,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",69.6270847164429,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",69.5971453795053,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",69.5433165740145,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",69.5684156550367,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",69.6247946342922,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",69.6369503887835,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",69.5893084154443,,
"CHL","Chile","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",69.4130058241675,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",66.0079155448881,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",65.85216514546,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",65.0957002744874,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",64.3066696454603,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",63.5225615400754,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",63.0976542088775,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",62.6342021370732,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",62.298423331606,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",62.0514168976896,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",61.9132670823684,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",61.9540938674055,,
"JPN","Japan","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",61.8231002218504,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",68.6566726866546,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",68.6481757283792,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",68.5054399213577,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",68.2092629769709,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",67.8251260380363,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",67.4264466462292,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",67.0261419727235,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",66.6684171149296,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",66.3161396485891,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",65.8419148959252,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",65.3468412239275,,
"HUN","Hungary","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",65.0129203277523,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",64.6196080265008,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",64.8503727821223,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",64.7292242096252,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",64.6370567977398,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",64.3787159283915,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",64.0906240287196,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",63.8094162014381,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",63.4631874387941,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",62.9763663324957,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",62.5380209484624,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",62.0622115384615,,
"HRV","Croatia","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",61.4020405504454,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",63.7921766575718,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",63.4245756142321,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",63.0115168415738,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",62.5795775475054,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",62.1650214690001,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",61.8233242444945,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",61.569451856077,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",61.3929114233324,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",61.2648795179771,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",61.1698896465668,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",61.1080515175508,,
"SWE","Sweden","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",61.0696058029736,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",73.3817599301229,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",73.2940323928471,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",72.9951750108745,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",72.6190269838519,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",72.1568137019083,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",71.6620528254943,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",71.093644945994,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",70.447803347618,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",69.7709048971902,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",69.1311421116828,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",68.5140641004259,,
"POL","Poland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",68.1554085623742,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",66.2080894566102,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",66.126815003728,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",66.030330528154,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",65.9321900778537,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",65.8380158005165,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",65.743488600354,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",65.6085041075966,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",65.4357760568812,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",65.2746767832925,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",65.1662626757865,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",65.0590987368277,,
"NOR","Norway","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",64.9355252647772,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",63.8949848847819,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",64.2616664576887,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",64.6195895246798,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",64.9687325858206,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",65.2976665144197,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",65.6063294724974,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",65.9123374790579,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",66.2146196484851,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",66.4917272995812,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",66.7470780192042,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",67.0035060352121,,
"IND","India","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",67.2721769277413,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",67.1284352825125,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",67.094655765785,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",66.7833421672422,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.550618006653,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",66.3176992125186,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",66.1138776284869,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",65.8807149513891,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",65.6232512725187,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",65.3547436173457,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",65.0808953150857,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",65.0862778486272,,
"USA","United States","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",64.9241286544885,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",64.753493842489,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",64.4819297129731,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",64.0609334147037,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",63.6427936301106,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",63.2100079377855,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",62.861157738062,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",62.5623946942746,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",62.2957618397916,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",62.0798851743486,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",61.8797984739307,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",61.7051412759652,,
"FRA","France","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",61.573532812668,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",69.5475852152788,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",69.0444045125209,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",68.5667554692131,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",68.1086372685272,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",67.7149372809551,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",67.4445463042853,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",67.1894078479256,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",67.1574021645068,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",67.4564723069368,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",67.8720149823731,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",67.8902838957561,,
"MLT","Malta","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",67.4769907188804,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",71.0836077901219,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",71.2718703008303,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",71.4295507744099,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",71.574886678393,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",71.7187772692597,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",71.8581817585944,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",71.9922812620527,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",72.0817979752084,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",72.1768522215166,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",72.2687850422388,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",72.3573313930484,,
"SAU","Saudi Arabia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",71.9560546490511,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",65.0304037243202,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",64.8063722159606,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",64.6193824849119,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",64.3936299599494,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",64.1726700131139,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",64.0046893864527,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",63.7840668640973,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",63.5178331741387,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",63.2987560550338,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",63.1095627025806,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",62.9368020681472,,
"PRT","Portugal","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",62.790617740243,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",66.2445384460578,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",66.2213638049962,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",66.1624989103317,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.0155346007343,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",65.6595550467186,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",65.1903921999047,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",64.6979090110897,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",64.157822257947,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",63.6489707510463,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",63.2006674501025,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",62.7182351312705,,
"ROU","Romania","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",62.3582543937851,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",67.3862811624133,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",67.2268749576993,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",66.9304833205145,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.6713031564291,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",66.4253900823175,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",66.1831428835957,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",65.9175739049387,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",65.7345013750993,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",65.5532463120061,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",65.375521199949,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",65.0800304998193,,
"AUS","Australia","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",64.6387878348017,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",67.9577656484228,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",67.896525906944,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",67.7434183237648,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",67.5854883695172,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",67.4209386997557,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",67.2655189958271,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",67.0986013456528,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",66.8861338261021,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",66.6417322238152,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",66.4048054407553,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",66.2158728313836,,
"CHE","Switzerland","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",66.0126058326791,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",71.6468545897827,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",71.9142505474474,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",71.8926673104255,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",71.843768113475,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",71.8032097755785,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",71.7247984028348,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",71.7064496473812,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",71.4196828283874,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",71.176050807495,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",70.8877254179682,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",70.2999267423428,,
"KOR","Korea","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",69.7758484419475,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",68.4931990291252,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",68.0429526310579,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",67.515961098774,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.9704379745151,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",66.4148810811278,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",65.8782171780377,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",65.3952683859999,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",64.9557907200118,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",64.5251095848399,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",64.1307209443329,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",63.8780417982943,,
"BGR","Bulgaria","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",63.8085898098104,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",67.6799499921863,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",67.3718841104459,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",67.0913452574795,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.8916588658422,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",66.7407425447195,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",66.6403975262892,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",66.7918014082092,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",67.201707234521,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",67.5801797802686,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",67.7492982275852,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",67.6129986328987,,
"ISL","Iceland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",67.3733847627322,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",65.0103130031381,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",65.0709160958361,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",65.0638374978737,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",65.0161906320125,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",64.9448214860464,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",64.863050281547,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",64.7740707125635,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",64.6659914631055,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",64.5635093046002,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",64.4768726050404,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",64.4111021747071,,
"WLD","World","W","Women","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",64.3891659904381,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",68.1862587333005,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",67.6579575750726,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",67.0403477847597,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",66.4006355720616,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",65.793210255723,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",65.2693538267111,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",64.8594243240897,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2017","2017",64.4947006823587,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2018","2018",64.1568536372763,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2019","2019",63.9195458172446,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2020","2020",63.7257203033134,,
"FIN","Finland","M","Men","15-64_SHARE","Share of 15 to 64 - working age","2021","2021",63.5626559044016,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2010","2010",65.8956728460163,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2011","2011",65.7203653504504,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2012","2012",65.4776834456296,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2013","2013",65.2488491494812,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2014","2014",65.0118544393279,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2015","2015",64.8108364178268,,
"BEL","Belgium","T","Total","15-64_SHARE","Share of 15 to 64 - working age","2016","2016",64.6308903149472,,
